fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,cat_payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,birth_distinct_emails_4w,cat_employment_status,credit_risk_score,email_is_free,cat_housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,cat_source,session_length_in_minutes,cat_device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
1,0.9,0.1409766891873762,-1,194,50,0.019561486988544964,40.15140570860004,AA,2797,8817.698985177753,5824.088094158234,6609.095546585924,1,8,CB,217,0,BA,1,1,15,0,1500.0,0,INTERNET,16.539564108147434,other,0,1,0,0
1,0.9,0.3588320015296641,-1,242,50,0.03376023267613176,-0.5638096331572816,AC,1006,3835.402108635954,2941.956552272105,4301.089127348993,1,4,CA,207,0,BA,1,0,-1,0,1000.0,0,INTERNET,25.52786438278553,windows,0,1,0,5
1,0.9,0.04315981808528852,-1,180,40,0.014090441948005955,-1.3400036291820003,AD,1350,5200.167978040807,5803.0746496144675,6690.167853928003,6,19,CA,221,1,BA,0,0,24,0,1500.0,0,INTERNET,4.587037953668349,windows,0,1,0,0
1,0.9,0.7088020801117892,-1,79,20,0.015920827696748727,-0.5834657863881834,AC,2542,5328.465327971874,2984.138783087866,4325.511244945164,0,10,CA,225,1,BA,0,1,-1,0,990.0,0,INTERNET,9.199910912774099,windows,0,1,0,6
1,0.8,0.8779197000206581,-1,108,50,0.01180576922894264,-0.5608737454186288,AC,1085,8504.034621557172,5105.38966255031,5963.301034948798,0,9,CA,138,1,BC,0,1,-1,0,2000.0,0,INTERNET,7.158654812960628,windows,1,1,0,0
1,0.6000000000000001,0.5852312933610119,-1,173,10,19.882438625761193,-0.4979486484020287,AB,1113,2215.7138589918345,3531.163050549455,3075.6190172731103,1,5,CA,106,1,BB,0,1,-1,0,200.0,0,INTERNET,9.289849380942973,linux,1,1,0,7
1,0.9,0.8175584500487528,-1,26,50,0.011651155001420051,-1.0066374323684468,AB,1538,2574.0718096177666,6766.275501014977,5150.163340716855,4,5,CA,321,1,BC,1,1,19,0,1500.0,0,INTERNET,5.5276843543025445,windows,1,1,0,2
1,0.4,0.4367083559381148,-1,239,50,0.004532656161924031,-1.0285416604071418,AC,4601,4132.687620647313,4672.700578180507,4889.339838980108,0,9,CA,247,0,BA,0,0,-1,0,1500.0,0,INTERNET,4.5534130522510665,windows,0,1,0,3
1,0.9,0.748117172598648,-1,362,50,0.02272947785759323,-1.181118288147331,AB,3112,8218.76046071535,4720.658690981897,5026.561529077143,2,8,CB,160,1,BA,0,1,11,0,500.0,0,INTERNET,4.870543786641078,linux,0,1,0,4
1,0.9,0.4245707618092196,-1,152,50,0.0016887473254389939,-0.5885347054707378,AB,2635,705.9019462033435,2698.801495975853,3096.573945420169,0,7,CA,245,1,BA,0,1,-1,0,200.0,0,INTERNET,4.3725497166121885,other,1,1,0,7
1,0.7000000000000001,0.183683503008796,-1,44,70,0.01668153074911208,-1.5666207502249645,AB,2507,1833.1353349664728,3301.2628817039586,4230.702862107713,43,5,CC,92,1,BC,1,0,10,0,200.0,0,INTERNET,2.9517653557259527,linux,0,1,0,5
1,0.9,0.09928517700082908,-1,220,50,0.024007319212808086,-1.7235021888621431,AC,1310,7692.713432719765,4663.860388839847,5323.534216792727,0,4,CA,210,0,BA,0,1,-1,0,1500.0,0,INTERNET,5.28797675056731,windows,0,1,0,1
1,0.8,0.4773822817130461,-1,151,70,0.030170507539010082,-0.920348140851508,AB,1263,748.6451225863112,4024.386122618718,4180.323602773753,5,5,CA,277,1,BB,1,1,25,0,2000.0,0,INTERNET,15.413023629391196,windows,1,1,0,5
1,0.9,0.09108073382001128,-1,53,50,0.01871243268058672,-0.4103233568174409,AB,427,3523.9780216830572,3820.468373780373,4856.691280294704,14,9,CB,41,1,BC,0,1,30,0,1500.0,0,INTERNET,5.926178779590996,windows,0,1,0,3
1,0.8,0.7172318872258808,-1,52,40,1.3331720951264123,-0.5661342455536743,AC,864,1562.321191052757,4491.561771119161,4358.461231747565,0,1,CA,234,1,BA,0,1,-1,0,1500.0,0,INTERNET,6.73568714277646,windows,0,1,0,5
1,0.8,0.1268742432296938,-1,66,30,0.01444946048007372,-1.110151549557562,AB,1354,515.2068992767014,3044.4433328324644,4412.248626441665,1419,11,CA,291,1,BA,0,1,27,0,200.0,0,INTERNET,6.3809878999457785,windows,1,1,0,5
1,0.2,0.7721295577987353,-1,169,50,0.01902578773115481,-0.9943692831624598,AA,2710,4677.288176846192,5171.219503044033,5261.2676377994485,2,7,CA,298,1,BA,0,1,6,0,1500.0,0,INTERNET,4.481858777314653,windows,0,1,0,2
1,0.9,0.12513469034319508,-1,34,50,0.030768499362889494,-1.4214504094113707,AD,757,8807.819739641947,5488.516409294113,5895.238291557739,1,13,CA,238,0,BA,0,1,15,0,1500.0,0,INTERNET,9.633227072636284,windows,1,1,0,0
1,0.8,0.8719253961490877,-1,265,50,0.005355923186058608,-0.93374317068233,AC,3255,8575.880436597658,4674.230899153779,4893.103056608763,1,3,CA,159,0,BA,1,1,-1,0,500.0,0,INTERNET,1.5437943161967045,linux,1,1,0,5
1,0.8,0.9983340990563868,-1,357,50,0.004941859263117044,-0.9890449637659532,AB,3930,2977.868720964291,2750.940241551141,4963.924589867873,15,1,CC,181,0,BA,1,1,5,0,200.0,0,INTERNET,16.75249952362747,windows,0,2,0,4
1,0.2,0.7569291339807449,-1,79,30,0.015691176706018776,-0.6488957361877148,AB,923,2488.8871720199245,2958.280083739055,3032.1865568639064,17,8,CA,255,1,BA,0,1,30,1,200.0,0,INTERNET,3.298672740434888,linux,0,1,0,7
1,0.9,0.8928559386715544,25,6,40,0.029510708776069268,-0.4853208392765028,AB,3432,5227.726106073053,2733.303098205428,3104.4433513135136,0,8,CA,205,1,BC,1,1,-1,0,1000.0,0,INTERNET,13.510410528592331,macintosh,1,1,0,7
1,0.7000000000000001,0.21580927204044484,-1,15,30,0.035436155789894966,-0.9969431956773204,AD,1464,7607.5413840524025,7939.324107404438,6864.578021345305,36,15,CB,66,1,BC,0,1,10,0,200.0,0,INTERNET,2.556317741350299,windows,0,1,0,0
1,0.8,0.8823365053043921,-1,80,50,0.007938413383027771,-0.9699590102821964,AC,1138,7350.684682146198,4856.63410131339,6274.474966668904,0,2,CC,297,1,BC,1,0,-1,0,1500.0,0,INTERNET,7.282480529862387,x11,1,1,0,0
1,0.9,0.41850018101496017,-1,102,50,0.014669436713663029,-1.133074565397573,AB,4292,5216.980921169593,4960.416175089283,5044.243075331121,11,7,CA,312,1,BA,0,1,31,0,1500.0,0,INTERNET,4.922426552248001,windows,0,1,0,3
1,0.2,0.12137290009297327,14,19,50,0.016477303480981833,-0.9009830628456842,AC,2699,4691.675126621857,4616.17110433693,4216.129885924411,0,3,CA,253,0,BA,0,1,-1,0,1500.0,0,INTERNET,2.920452268722496,windows,1,1,0,4
1,0.9,0.12249847109439413,-1,68,40,0.02637193499864421,-1.0579455950887564,AB,1445,5768.284648086406,4581.833048103134,5047.096311956561,935,7,CA,146,0,BA,0,1,30,0,500.0,0,INTERNET,2.5279024795520995,windows,0,1,0,4
1,0.8,0.05209501485236363,-1,94,50,0.029768988949964367,-0.9517468252735806,AB,4249,4683.508919021896,4515.890980421293,4943.54737140892,241,3,CA,298,1,BA,0,1,30,0,2000.0,0,INTERNET,7.8446241734518924,windows,0,1,0,6
1,0.1,0.054600610823556016,-1,51,60,0.006097552767504031,-0.6039025629295975,AB,1855,7928.367856796469,6492.9108407890135,6782.012354908954,25,6,CA,43,0,BA,1,0,30,0,200.0,0,INTERNET,11.136594676966743,windows,0,1,0,0
1,0.2,0.13200378372378058,-1,95,50,0.01971678693916581,16.866125008282918,AA,942,10405.455401995923,4145.039041520718,3141.152199785712,1,2,CA,148,0,BA,0,1,30,0,1500.0,0,INTERNET,7.553615596252824,other,1,1,0,7
1,0.1,0.5691228032176731,-1,197,50,0.011391812821266759,-1.093514803811699,AB,1173,674.235954833043,2716.657575522468,5317.947354402028,1,2,CC,295,0,BA,1,0,18,0,1500.0,0,INTERNET,8.095786038017028,windows,0,1,0,7
1,0.9,0.5219317389870485,-1,43,40,0.003340656237693692,-1.2713540060464084,AC,1360,1131.5852187372036,4779.44689932998,3789.881103327385,1,1,CA,115,1,BD,1,1,-1,0,200.0,0,INTERNET,5.76733418693857,windows,0,1,0,6
1,0.30000000000000004,0.11076402960082216,-1,40,60,0.012427623783105695,-1.1994360971153677,AB,2907,8990.045595535554,4155.933826538098,5091.579745891847,283,1,CA,160,1,BA,1,0,30,0,200.0,0,INTERNET,12.462948976458444,windows,0,1,0,3
1,0.2,0.9015124600817196,-1,180,60,0.004469229026446894,-1.9019765692459083,AB,851,4042.1592152074736,2814.752113267461,3166.303888978384,5,5,CA,149,1,BB,0,1,5,0,200.0,0,INTERNET,6.618857811000737,linux,0,1,0,7
1,0.9,0.10574148670970526,-1,26,60,0.006637110256715587,-0.8948088994928276,AB,724,1855.1483593177584,1964.61300037612,3134.412889651853,11,4,CC,128,1,BA,1,1,2,0,200.0,0,INTERNET,1.1084557087174176,windows,1,1,0,7
1,0.9,0.13844321314483327,-1,364,70,0.010510606386324936,-0.7760042734815732,AB,2335,4373.247449962918,2681.896988888331,4136.705119805257,16,2,CB,219,1,BA,1,1,30,0,1000.0,0,INTERNET,2.790363121707826,windows,0,1,0,5
1,0.1,0.8254035281139569,-1,368,30,0.0024117223212209524,-1.0447641496677351,AB,2049,415.482157461621,4890.455463038607,5689.3293844773,573,17,CA,158,0,BE,0,1,30,0,200.0,0,INTERNET,4.042731006036094,other,0,1,0,2
1,0.9,0.7928360239774557,-1,103,50,0.0015060145213500525,-1.00111977578665,AC,1298,2958.2189519702392,5867.347873003506,4358.316548060775,0,0,CA,127,1,BB,0,1,-1,1,200.0,0,INTERNET,3.7406935720272285,windows,1,1,0,4
1,0.9,0.7030827386076245,-1,131,30,6.735898071202028,40.49766199331813,AA,951,4980.0932930021645,3828.922429330861,3163.35224038338,4,5,CB,229,0,BA,0,1,1,0,200.0,0,INTERNET,17.023723899591435,windows,1,1,0,7
1,0.9,0.2447015781571547,-1,189,60,0.0010898265150980477,-0.4172976870790518,AC,903,5165.214557369735,4273.973224674078,4434.14213610678,1,10,CA,198,1,BA,0,1,-1,0,1500.0,0,INTERNET,1.9323376127503715,other,0,1,0,5
1,0.30000000000000004,0.8095117359924588,-1,84,30,0.0189489080613385,-0.9762851604108876,AD,963,5576.458676684864,4264.383347638164,4433.978474789178,2,5,CA,127,0,BE,0,1,20,0,200.0,0,INTERNET,3.977548378368004,other,1,1,0,4
1,0.5,0.07196534681971523,-1,363,60,0.032511565952033694,-1.360499910601089,AC,1829,6890.24829949811,4553.7834776640475,5488.6755434593215,0,1,CC,166,1,BA,0,1,-1,0,1500.0,0,INTERNET,2.123575534225147,windows,0,1,0,1
1,0.8,0.8715746768551129,-1,167,50,0.002173773253782392,-0.4316498153265297,AC,987,6063.434967563685,6119.408360197524,5159.035451392846,0,12,CA,260,0,BA,1,0,-1,0,1000.0,0,INTERNET,3.9748436264070786,windows,0,2,0,3
1,0.9,0.10719206534960413,-1,346,60,0.01446243183310503,-0.7507594355868911,AC,1151,4913.960471976665,4809.404622347007,4988.252459130558,1,5,CA,341,1,BA,0,0,-1,1,1500.0,0,INTERNET,9.668668593842744,other,0,1,0,3
1,0.2,0.1579717279556909,-1,179,40,0.006706393740630673,-1.4107302527032315,AB,1340,1146.8913337510699,6851.077789090121,5003.393499408223,1823,0,CA,58,0,BA,1,0,30,1,500.0,0,INTERNET,2.1064785832388,linux,0,1,0,3
1,0.9,0.6992126346591883,-1,86,40,0.0006862055782360202,-0.08086930104266521,AC,2749,3518.5578614585866,3874.2454795440003,5714.5055654397875,0,8,CA,292,0,BA,0,1,-1,0,1500.0,0,INTERNET,4.11238162068077,windows,0,1,0,2
1,0.1,0.25579661214702754,-1,133,60,6.833833481192518e-05,-1.5717565478593007,AC,2069,7816.895281200527,5973.1053073875655,4262.422239153287,0,2,CC,237,1,BA,1,1,-1,0,1500.0,0,INTERNET,2.7014885630152055,windows,0,1,0,4
1,0.9,0.15343052059509632,-1,43,50,0.013253853539937504,-0.4174515705028238,AD,518,8106.95611782808,3921.220345314673,6254.22797838816,9,6,CA,246,1,BA,0,1,1,0,1500.0,0,INTERNET,0.9033995334219428,windows,0,1,0,0
1,0.9,0.8884900907536962,-1,34,40,0.02834802516264192,-1.0989908214246054,AB,231,2890.035963887099,2892.092587078624,3106.8323214574293,16,8,CA,115,0,BA,1,1,28,0,500.0,0,INTERNET,4.094948444210811,windows,0,1,0,7
1,0.9,0.1549320894406509,-1,52,20,0.007556110116277602,-1.5668242546653737,AB,980,8054.810398494637,5771.507946072157,6655.532989670726,188,8,CA,203,0,BC,0,1,1,0,200.0,0,INTERNET,5.620884563991103,windows,1,1,0,0
1,0.9,0.8472014450575153,-1,261,50,2.3650647404483784,-0.44147679373519866,AC,779,6819.410227122115,3764.614835587345,5027.407366497268,1,6,CA,173,0,BA,1,0,-1,0,500.0,0,INTERNET,13.041235781392865,other,1,1,0,4
1,0.7000000000000001,0.8855052728661988,-1,56,50,0.02723895588559941,-1.9113942527106609,AB,649,10117.76394210986,6110.315283206648,4968.314214390546,514,7,CA,158,1,BC,0,1,30,0,1000.0,0,INTERNET,10.711265005049086,windows,0,1,0,3
1,0.9,0.6355029621554411,-1,76,60,0.007939495002768259,-1.3969660012698433,AC,2975,1550.2284667155136,4285.247036640789,4941.914194743878,1,7,CA,228,1,BC,1,0,-1,0,1000.0,0,INTERNET,23.528111658494268,windows,0,1,0,4
1,0.8,0.19537765204108906,-1,68,40,3.5625143742155703,-1.3428376078137654,AC,589,1181.9245869412705,3148.5919911734613,3425.3954220071905,0,12,CA,77,0,BC,0,0,-1,0,200.0,0,INTERNET,1.1158987624293242,windows,1,1,0,5
1,0.9,0.05042452366798732,-1,112,40,0.01167402886405932,-0.7549870162125598,AB,339,1422.247859259046,2204.8214266013465,3176.1640612306114,2,8,CA,111,1,BC,0,1,2,0,200.0,0,INTERNET,2.8316189628322883,windows,1,1,0,7
1,0.9,0.11520961145280302,-1,177,50,0.030978838025069164,-1.5343559280438792,AB,1083,7698.004769830444,2958.244798112501,4954.4217628985825,13,2,CA,252,1,BA,0,1,30,0,2000.0,0,INTERNET,5.182464764823852,other,0,1,0,4
1,0.9,0.012707616328225077,-1,128,40,0.01912973580405156,-1.1470546032574216,AB,540,6088.618530530104,5588.940665327839,4837.169997011459,3,6,CA,162,0,BA,0,1,5,0,1000.0,0,INTERNET,2.9868108544852805,other,0,1,0,4
1,0.9,0.5493222452809192,-1,170,50,0.0033223487322655426,-1.3850122221598309,AB,748,8290.679786290095,5294.7791425027035,4147.124611818742,1405,6,CB,187,1,BA,0,1,28,0,1000.0,0,INTERNET,1.2954747745438475,windows,0,1,0,4
1,0.8,0.8065819536082944,-1,192,50,0.013514459014327596,-1.0570169211772271,AC,1172,5441.64162278319,2311.600187592525,4309.7105752711905,0,5,CA,315,1,BA,1,0,-1,1,1000.0,0,INTERNET,1.6193834782834449,windows,0,1,0,5
1,0.9,0.7362515199182417,-1,45,50,0.0266966747538243,-0.8738270201708612,AB,877,2323.9056454536626,3695.3569670316215,4359.564165912139,1,5,CA,153,1,BB,1,1,25,0,200.0,0,INTERNET,9.982306573192133,windows,0,1,0,4
1,0.1,0.1098684701123144,-1,99,60,0.0020580788349651245,-1.3538175688691758,AC,2645,3090.0196526653685,4695.020928455016,4955.693271316004,1,2,CA,86,1,BA,0,1,-1,0,200.0,0,INTERNET,5.14008729555763,windows,0,1,0,4
1,0.8,0.1878691239803441,-1,54,30,0.000995973529525075,-0.9503290459211866,AB,2636,2632.8417011014967,3918.222800915301,4848.161525684945,45,11,CA,251,0,BA,0,1,25,0,1500.0,0,INTERNET,2.595374844938976,windows,0,1,0,4
1,0.9,0.6933913984495619,-1,86,30,0.017067441627922238,49.16513063483412,AA,1590,5511.008847030224,4517.4409990868735,4223.5337931117765,2,3,CA,152,1,BB,1,1,20,1,500.0,0,INTERNET,2.036524529457552,windows,0,1,0,5
1,0.9,0.7102465824864832,-1,130,30,0.023428307683287783,-1.3412984598026791,AC,673,1226.9569431070445,2710.239513553991,3553.544126574069,0,11,CA,262,0,BA,0,1,-1,0,2000.0,0,INTERNET,2.0706717877742378,windows,1,1,0,6
1,0.7000000000000001,0.8231526717596479,-1,181,50,0.015910348808310444,-0.8996711764013102,AB,875,1423.5762382173498,5444.223680568187,4948.494406525553,2,2,CA,298,0,BA,1,1,2,0,1500.0,0,INTERNET,3.5929713608596034,windows,0,1,0,4
1,0.7000000000000001,0.4937715857503195,-1,124,30,0.012609659041459071,-0.90267526502236,AC,578,5805.827296892272,3207.550795323391,5333.050138570697,0,13,CA,21,0,BB,0,1,-1,0,200.0,0,INTERNET,2.468075879098266,windows,0,1,0,1
1,0.9,0.29011671307214665,-1,116,50,0.004884114865166137,-0.3805303067415289,AC,297,2068.728560089213,2757.9912175135864,4331.380490699115,0,6,CA,202,0,BB,1,1,-1,0,1500.0,0,INTERNET,0.7739252707904258,windows,1,1,0,4
1,0.1,0.9070751346257482,-1,89,50,0.005361190625691664,-1.4054053393785677,AC,1119,1663.1808744023624,6322.452991048105,5086.142234100956,1,3,CA,189,1,BA,1,0,-1,0,1500.0,0,INTERNET,6.061071935596122,windows,0,1,0,2
1,0.6000000000000001,0.10457463428750301,-1,229,50,0.0006223973988759833,-2.0967835705402766,AB,2773,2346.215653345779,2407.2712075304776,4370.653040883689,15,7,CA,224,0,BA,0,1,25,0,1500.0,0,INTERNET,1.4352163346259494,windows,0,1,0,4
1,0.9,0.6971930425358595,-1,124,50,0.010788666731718162,-0.9604943168434608,AB,659,5840.101989548742,4728.776826841297,4282.737521672986,15,8,CA,311,1,BA,0,1,25,0,1500.0,0,INTERNET,6.889809782654788,windows,0,1,0,5
1,0.1,0.8491370165722011,-1,234,50,0.0002006268910748521,-0.5626917034780291,AD,571,4042.275595141941,4633.724714935101,4186.05094970219,1,3,CA,244,1,BA,1,1,25,0,1500.0,0,INTERNET,6.927873260607492,windows,0,1,0,5
1,0.9,0.4489702633004091,-1,129,50,0.004553462790990239,19.70713802399269,AA,879,6144.225756409355,4854.461794359088,4333.674435645245,2,8,CB,259,1,BA,0,1,27,0,1500.0,0,INTERNET,7.217962122555634,windows,0,1,0,3
1,0.9,0.3886341613544395,-1,87,50,0.0225101305478889,-1.0399092128147849,AB,521,5493.55157226259,3117.870433066475,4178.3346278014615,1454,7,CA,88,1,BA,1,1,1,0,200.0,0,INTERNET,3.833224902386378,windows,1,1,0,5
1,0.9,0.3993392478175839,-1,62,50,0.011048946426769377,-0.8885522585694089,AD,1175,891.9817947269275,3269.2289655386157,4261.850683262098,2,2,CA,308,1,BA,0,1,28,0,1500.0,0,INTERNET,40.62560633523866,windows,0,2,0,6
1,0.5,0.7282476128792259,-1,78,50,0.005027220321179157,-1.5221032125653453,AB,652,4625.6955025894395,2990.9163244181104,4174.008250522432,10,6,CA,238,0,BA,0,1,9,0,1500.0,0,INTERNET,1.0335073731127054,windows,0,0,0,5
1,0.9,0.16020957575632105,-1,124,60,0.014365187913028475,-1.010890804044204,AC,678,2541.3570000369405,5531.495899688182,4394.1103269998775,0,5,CA,187,1,BA,0,1,-1,0,500.0,0,INTERNET,30.630049027691804,windows,1,1,0,5
1,0.8,0.08857876994883919,-1,139,60,0.003420594231787432,35.46164638422198,AA,1188,4667.431774259388,2285.218473649797,3099.612092048801,3,4,CA,41,0,BA,0,1,27,0,200.0,0,INTERNET,3.832594059099023,linux,0,1,0,7
1,0.8,0.8562844292031733,-1,17,50,0.007831431651744984,-1.0250419751587123,AC,687,1138.5292324762634,4619.496640136619,5178.915235664318,0,7,CC,192,0,BA,0,1,-1,0,1000.0,0,INTERNET,4.559240378920574,linux,0,1,0,3
1,0.7000000000000001,0.05851296103491655,-1,328,60,0.02543380367664276,-1.0635599307252293,AC,1585,3201.909884433807,6450.6871545194335,5212.893498522156,0,0,CC,105,1,BA,0,1,-1,0,200.0,0,INTERNET,6.692185219783745,windows,1,1,0,3
1,0.9,0.162605102299797,-1,122,40,0.004310604994829857,32.64011435839538,AA,2889,9651.72787792957,5329.59561026402,4372.377183540569,6,3,CB,156,0,BA,1,1,15,1,200.0,0,INTERNET,1.227253502598408,x11,0,1,0,5
1,0.9,0.876900127685078,-1,142,40,0.013788531594265041,-1.089151404143202,AB,1964,791.6930286223073,3382.075015225926,4907.2501992891885,18,1,CA,212,1,BA,0,1,15,0,1500.0,0,INTERNET,3.8245470922460783,windows,1,1,0,3
1,0.6000000000000001,0.8717526118306184,-1,158,50,0.015423040100486722,-1.1677468361437455,AC,860,4494.451758124338,4985.889811401637,4893.512461347066,1,9,CA,239,0,BA,1,0,-1,0,200.0,0,INTERNET,5.299595583950662,windows,0,1,0,4
1,0.8,0.8750427975113648,-1,149,60,0.0092104111320106,-0.7335437667740687,AD,967,6685.733044346519,5838.190256058369,5974.384886636512,1,2,CA,286,0,BA,0,1,2,1,1500.0,0,INTERNET,11.10055795726026,windows,0,1,0,0
1,0.9,0.7712883588897844,-1,135,60,0.0016519418488945474,-1.2334929014036025,AD,822,8149.009584933058,5788.113751380922,4411.241514865829,14,3,CC,60,1,BA,1,0,25,0,1000.0,0,INTERNET,4.739504167692228,windows,0,1,0,1
1,0.9,0.6256907022625089,-1,144,50,0.006296316158335355,-0.28444685064624065,AC,3741,2614.242690249808,6764.89692306908,5476.948956352617,0,5,CA,239,1,BA,0,1,-1,0,1500.0,0,INTERNET,1.839947725966365,windows,0,1,0,1
1,0.9,0.3242556690023571,-1,200,60,0.006398060976671043,103.18320180627391,AA,890,3260.515346934999,5080.616220645694,4985.238495368617,1,10,CB,236,1,BA,0,1,-1,1,1500.0,0,INTERNET,8.157711275817277,other,0,1,0,4
1,0.9,0.2887274543061513,-1,133,50,0.01274576690073127,-0.6895934192987492,AB,1099,12197.268521824932,3254.810537179336,5655.9681945810535,576,4,CA,257,1,BA,0,1,2,0,1500.0,0,INTERNET,4.587508953856621,windows,0,1,0,2
