fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,cat_payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,birth_distinct_emails_4w,cat_employment_status,credit_risk_score,binary_email_is_free,cat_housing_status,binary_phone_home_valid,binary_phone_mobile_valid,bank_months_count,binary_has_other_cards,proposed_credit_limit,binary_foreign_request,cat_source,session_length_in_minutes,cat_device_os,binary_keep_alive_session,device_distinct_emails_8w,month
1,0.9,0.174429113638233,-1,159,50,0.00345322713588614,-1.41849690553944,AB,1145,1947.72887197158,4387.61116054529,4114.00754635999,7,2,CB,321,1,BA,1,1,25,0,1500,0,INTERNET,1.73530699574562,windows,0,1,3
1,0.3,0.491457838516299,-1,72,50,13.0554342104562,-0.894004799210803,AC,1629,6524.37952857758,6032.22395196559,6561.57600537377,0,8,CA,38,1,BC,1,0,-1,0,200,0,INTERNET,1.48307762742679,windows,1,1,5
1,0.9,0.0713874137145765,-1,85,50,0.0140912800314928,-1.35002149385928,AB,1040,5690.21974381993,6325.98197769879,5318.83100899914,1768,7,CA,93,1,BC,1,0,28,0,1500,0,INTERNET,3.23547887998405,macintosh,0,1,6
1,0.5,0.737871626919716,-1,109,50,0.0302493380551637,-1.01703857191301,AC,2316,2934.02460237114,5156.26519839514,5180.84939098562,0,4,CA,26,1,BB,0,1,-1,0,200,0,INTERNET,12.5426452306299,windows,0,1,2
1,0.9,0.0917590501285357,-1,148,60,0.00663341289359999,-0.457032108368021,AC,1377,4951.41642384719,4096.54736404912,4923.12451890092,1,2,CA,328,0,BA,1,0,-1,0,1500,0,INTERNET,2.67200155709359,windows,0,1,4
1,0.9,0.320333963087888,-1,86,40,0.0108216963408446,-1.44706130876257,AC,1400,2968.17721063589,4465.47946274984,4650.12635910129,0,7,CB,278,1,BA,0,0,-1,1,1500,0,INTERNET,4.89007763315894,linux,1,1,3
1,0.9,0.207589964412247,82,7,30,0.024477302603533,-0.111255113832227,AD,1212,1325.86609299175,2096.29428351408,3135.90818810489,11,13,CA,145,1,BB,0,1,1,0,200,0,INTERNET,0.750955029116017,other,0,2,7
1,0.9,0.114213603826079,28,10,60,4.10108441045684,43.0917253973485,AA,702,3851.61741895583,3732.04098811016,3115.31629912809,2,14,CA,216,0,BA,0,0,21,0,1500,0,INTERNET,2.69130731613025,windows,1,1,2
1,0.9,0.145489409755098,-1,179,50,0.0101165217099351,-0.723517542277819,AC,688,5983.95896527533,3555.64752293816,4812.31463419517,1,5,CD,212,1,BB,1,0,-1,0,1500,0,INTERNET,3.24751410884176,windows,1,1,3
1,0.1,0.374032427994178,-1,98,60,1.31763402294769,-1.50125113456129,AC,3099,3513.16530286312,4434.56434020527,4159.26129735438,0,1,CA,42,1,BB,1,1,-1,0,200,0,TELEAPP,4.94658667769266,windows,0,0,4
1,0.9,0.0816627213695565,-1,45,30,0.0116734575477731,-1.16918122867526,AB,1236,10269.0204924964,5729.91124796867,4822.02906940052,22,7,CA,293,1,BA,0,1,31,0,1500,0,INTERNET,5.0950161227028,windows,0,1,3
1,0.1,0.842999404213481,-1,40,50,0.00248959954882528,-1.30887457693728,AD,1147,12339.3332657511,6419.16032786593,5773.96905372415,1804,6,CA,100,1,BB,1,1,1,0,200,0,INTERNET,19.631481778835,linux,0,1,2
1,0.1,0.230564711283896,29,8,50,0.0205714239570851,-1.05966934829803,AB,555,4338.56927559105,5866.9200473984,4997.47657275525,1,7,CA,173,0,BC,0,1,1,0,2000,0,INTERNET,1.30886967210378,macintosh,0,1,4
1,0.6,0.839286979613722,-1,221,60,0.00698523579476011,-0.469805149737363,AC,778,1363.4837952865,3024.2572941989,4788.20326612363,0,3,CA,204,0,BA,0,1,-1,0,500,0,INTERNET,12.3156757337007,windows,0,2,3
1,0.8,0.715588191718851,-1,46,40,0.0168249900657236,-1.13601649327353,AB,1671,9063.74695694789,5263.93657117766,4330.83958211405,1879,4,CB,165,0,BD,1,1,2,0,200,0,INTERNET,4.54204680020035,linux,0,1,4
1,0.4,0.576312608855445,-1,178,60,0.00922265353359171,-1.09565283311708,AC,1558,2807.570563358,2984.79261405553,5605.88159655642,1,4,CC,150,0,BB,0,1,-1,0,200,0,INTERNET,8.47932379206001,windows,1,1,2
1,0.9,0.478297654632717,98,14,60,0.0216288325531592,-0.774878656354847,AC,488,2360.48366586874,4660.85684091549,4768.39717945671,0,9,CA,309,1,BA,0,1,-1,0,1500,0,INTERNET,4.52791983326311,windows,0,1,3
1,0.9,0.218503719921547,-1,45,60,0.017626532326875,-1.61387936718755,AC,2006,3804.07538625137,6337.59853424821,4832.34022381682,1,0,CC,345,1,BC,1,1,-1,0,1500,0,INTERNET,4.71299666384136,macintosh,1,1,3
1,0.9,0.504466374429762,-1,361,50,0.00906554301178016,-0.239451884397459,AB,662,4167.47564138118,6079.40570957267,6050.14528194413,1,6,CB,314,1,BA,0,1,25,0,1500,0,INTERNET,8.4941606370935,windows,1,1,0
1,0.7,0.0919230595473861,-1,357,50,0.0163151833944978,-0.75223356527401,AB,988,4414.40109390485,3652.76618079184,5205.63905817858,467,4,CA,271,1,BA,0,1,1,1,500,0,INTERNET,4.02808393610503,linux,0,1,2
1,0.4,0.493290790041101,-1,39,30,0.00306676999060392,-1.48097164812591,AC,534,1386.97088707615,3427.82690426118,3431.11448237096,0,11,CA,46,0,BC,0,1,-1,0,200,0,INTERNET,2.60072297610902,other,0,1,6
1,0.9,0.123766794992828,-1,373,60,0.0195225082586145,-1.22472602872526,AC,2932,1566.92484505885,5050.54776016483,4282.38805539471,0,3,CA,234,1,BA,0,0,-1,0,500,0,INTERNET,2.08041358396169,windows,0,2,4
1,0.9,0.304318124930565,31,7,20,0.00466965405358358,-0.694891975660646,AC,782,5623.1762814508,4340.07757011095,4990.06250646484,1,11,CA,163,1,BC,0,1,-1,1,1000,0,INTERNET,3.69221698803065,linux,0,1,4
1,0.9,0.892163159120119,-1,117,50,0.0180751711080126,-0.34240294298506,AD,1801,8422.46812889187,5725.44786207017,4862.42383589334,9,2,CA,188,1,BA,0,1,20,0,1500,0,INTERNET,5.96494157799489,windows,0,1,3
1,0.9,0.0596316715914603,-1,357,60,0.00706082711039047,-0.99401948118964,AB,1076,6011.5876131657,4985.31939322595,4322.12060564505,12,1,CC,87,1,BC,1,1,30,0,200,0,INTERNET,7.37136751209134,linux,0,1,4
1,0.1,0.312587308382252,-1,359,60,0.0224198662278418,-1.30185318067073,AC,3468,2569.84448909931,4036.62572542394,5682.12372362877,0,2,CA,249,1,BB,1,1,-1,0,1500,0,INTERNET,12.4152690270316,windows,1,1,1
1,0.7,0.547812435315927,-1,43,60,0.0192292076344456,-1.22348704976378,AD,771,6380.15814930607,4627.20591200264,5436.36216195788,835,5,CC,91,0,BA,1,0,1,0,200,0,INTERNET,9.79986942152131,windows,0,1,1
1,0.1,0.899516780036296,-1,14,40,0.0130044100396962,-1.80478051761859,AD,3464,10625.904783498,8636.50759062834,5483.50480661741,1,3,CA,-26,1,BB,0,0,15,0,200,0,INTERNET,30.4499554578627,windows,1,1,2
1,0.1,0.227352886374679,-1,108,50,16.6763139139932,-0.827929417596855,AC,1150,5045.51416200238,3691.79357361008,4190.69566183014,0,3,CA,153,1,BA,0,1,-1,0,200,0,INTERNET,15.0653912324254,macintosh,0,1,4
1,0.9,0.31025363815205,-1,156,50,0.00286658948993276,-0.681849492619212,AB,1248,1421.45284304155,5158.80851548786,4323.21058067591,20,8,CA,275,1,BA,1,1,31,0,1500,0,INTERNET,36.2657194146867,windows,1,1,5
1,0.9,0.0142410309381796,-1,99,40,0.0334376707113709,-1.02510990989406,AC,1194,4317.78667654648,3035.8053924178,4304.45423260649,1,8,CA,246,1,BA,1,1,-1,0,2000,0,INTERNET,3.81043739071164,macintosh,0,1,6
1,0.9,0.087310204730355,-1,155,60,0.0110055369361531,25.3318972394862,AA,1831,3664.67025107471,3167.47649957638,4170.28580698917,0,2,CA,208,0,BA,0,1,-1,0,2000,0,INTERNET,54.0397151941578,macintosh,0,1,5
1,0.4,0.88630638026337,-1,179,50,0.00182439773959112,-0.930139377111901,AC,4163,8668.66441401261,6139.82876072995,4808.03625599592,0,7,CA,284,0,BA,0,0,-1,0,1500,0,INTERNET,1.27000222864167,windows,0,1,3
1,0.9,0.103341240300053,-1,118,50,0.00476170248033269,-0.827699612224637,AC,891,7594.62244203878,4937.50922957504,5260.47703877448,0,8,CA,195,1,BA,0,1,-1,0,1500,0,INTERNET,5.05942324161324,windows,0,2,1
1,0.9,0.69610945837982,-1,46,30,0.0175628978405284,-0.632923259864437,AD,3212,11512.47837056,6144.8494539219,3720.44398895583,1454,6,CA,76,1,BA,0,1,30,1,1500,0,TELEAPP,4.21369903288085,other,0,1,6
1,0.9,0.0323096275427488,34,160,50,0.00419876486695489,-0.838533265241833,AB,4457,960.894506890588,4159.43055121193,5156.71665067519,4,2,CB,225,1,BA,1,1,1,0,1500,0,INTERNET,4.37384830510781,linux,0,1,2
1,0.9,0.87844351060507,-1,163,50,0.01791585288552,-0.405093696121823,AC,750,5854.84416817898,6171.28088391338,4418.82420645852,2,2,CA,256,0,BA,0,0,-1,0,1500,0,INTERNET,8.74686460801426,macintosh,0,1,4
1,0.7,0.221126167105189,-1,138,60,0.0108590041380369,-0.714358721840238,AC,2877,5142.80025347795,5532.93486964757,4294.17797462226,1,1,CA,314,0,BB,1,0,-1,0,1500,0,INTERNET,8.94365233734044,windows,1,1,4
1,0.6,0.752425300351521,-1,95,50,0.00651570712085432,-0.23561694631491,AC,1218,329.779606870615,4386.81985828619,3390.01931964444,2,5,CA,269,0,BA,0,1,28,0,1500,0,INTERNET,4.65424714827554,windows,1,1,6
1,0.9,0.145230522451216,-1,83,50,0.00934586117775274,-0.962951551716513,AB,659,7834.53421558327,5345.41451796437,4428.28996837628,17,5,CA,149,1,BA,1,1,1,0,200,0,INTERNET,5.53579439742704,windows,0,1,4
1,0.6,0.199351654040141,-1,81,70,0.00788558701023143,-1.04563654888633,AB,1948,4183.56944019774,4961.78677540817,4751.12248080867,0,2,CA,243,1,BA,0,1,-1,0,2000,0,INTERNET,5.50859110218439,windows,1,1,3
1,0.2,0.0263441314320331,-1,11,50,0.00518483770067179,-0.791352676991724,AB,981,5097.51925599997,4038.7148908486,5378.30770260246,14,2,CB,183,1,BA,0,1,20,0,200,0,INTERNET,10.0584049586662,windows,0,0,2
1,0.7,0.164449707256686,-1,43,30,0.0151120697870146,-0.855162032179239,AC,942,1861.75224666591,4841.61266346607,4317.66134806476,0,12,CA,142,1,BB,0,1,-1,0,200,0,INTERNET,2.08811316710001,windows,0,1,4
1,0.9,0.201985831956166,-1,114,60,0.00809911334849651,-0.506895402868778,AC,1060,2249.7629091897,2983.14335317502,4298.81071123196,1,5,CC,287,0,BA,0,1,-1,0,1500,0,INTERNET,10.0616317835264,windows,0,1,5
1,0.3,0.866626494041015,-1,302,60,0.00966465283274559,-1.22241728429625,AC,716,9653.20505675509,5425.01974016864,4835.14139231823,0,0,CC,357,1,BA,1,1,-1,1,1500,0,INTERNET,33.2367736433627,windows,0,1,4
1,0.7,0.103360491617676,-1,116,60,0.0032187953637028,-1.02200852211321,AB,966,9500.75504206811,6117.28433944079,6030.51890254512,1620,2,CA,95,1,BC,1,1,24,0,200,0,INTERNET,1.76231179346699,linux,1,1,0
1,0.8,0.877768943300502,-1,144,50,0.0357324937304545,-1.50956455990061,AB,3561,7871.52294832046,3548.29067373851,5608.62914098872,47,2,CA,100,0,BA,1,1,30,0,500,0,INTERNET,5.5365308704487,windows,1,1,2
1,0.6,0.130168193999483,-1,46,50,0.0163481121676735,101.604417197077,AA,1347,7063.58437431582,5684.27517559029,5172.59911109843,1435,8,CA,130,1,BB,0,1,30,0,200,0,INTERNET,4.13248552475788,windows,1,1,3
1,0.9,0.140327702833774,-1,163,50,0.0027237789026499,-0.757760571058935,AC,1153,1060.46618241763,5963.67303566829,4311.02804826311,1,5,CA,322,0,BA,0,1,-1,0,1500,0,INTERNET,0.789899038365752,windows,0,1,5
1,0.6,0.171251242981508,-1,146,40,0.016281519586711,-1.08391915481731,AC,605,1775.43359435112,2283.76552109756,4116.20818425796,2,11,CA,215,1,BA,1,1,28,0,1500,0,INTERNET,3.85284033944272,windows,0,2,5
1,0.1,0.104105056853777,-1,153,60,0.0357319601960533,-1.03477241502784,AD,1027,5133.32061250063,5471.21474209057,6763.83853283717,10,1,CA,138,1,BA,0,0,25,0,1500,0,INTERNET,7.24191169990805,other,0,1,4
1,0.9,0.0951623728034511,-1,126,30,0.00162141398052396,-0.801077701468739,AB,916,1054.86455068758,3316.45085590472,3151.51050281405,35,7,CA,204,0,BA,0,1,30,0,200,0,INTERNET,2.18489296187399,windows,1,1,7
1,0.1,0.505937733126381,-1,77,50,6.18686607779023,-0.537224870926711,AC,410,2485.02002711669,1979.13820548431,4134.02868184912,0,3,CA,97,0,BB,1,1,-1,0,200,0,INTERNET,1.84500688969281,windows,1,1,7
1,0.9,0.800669963413197,-1,98,50,0.00849018840583267,-0.912243128264544,AB,567,6274.58370520608,4523.64509732436,4415.71221927104,16,2,CA,308,1,BA,1,1,1,0,990,0,INTERNET,16.508747669539,windows,1,1,5
1,0.2,0.442794515538164,-1,105,50,0.024299431934819,-0.73242552332145,AD,1289,9066.56062065152,4480.45769684313,4856.70119295495,1,2,CA,213,0,BA,0,1,21,0,1500,0,INTERNET,4.93945171271909,windows,1,1,3
1,0.2,0.283041435339535,-1,179,60,0.0154196265009362,-1.79963140702857,AB,1631,208.75519512963,2537.50552212324,4946.36230134651,711,9,CC,238,1,BA,1,0,25,0,1000,0,INTERNET,1.00803153793358,windows,1,1,7
1,0.1,0.441133818677069,-1,119,40,0.00271795833540338,-1.05788812413487,AB,1462,5916.07192708081,4946.94390851176,4186.08578813232,308,10,CF,181,1,BA,1,0,15,0,1500,0,INTERNET,3.30060867551958,windows,0,1,4
1,0.9,0.284330975304147,-1,243,50,8.83150100223751,51.9465040965709,AA,1138,8443.63711316622,3466.54189145002,5192.21157872164,1763,3,CA,174,1,BA,0,1,31,0,2000,0,INTERNET,6.23661044882239,windows,1,1,6
1,0.9,0.893719693069798,-1,64,50,0.018013051536011,-0.638664707332824,AB,1449,6433.19529692766,7154.18306861037,5521.90787842616,15,5,CA,321,1,BA,0,1,2,0,1500,0,INTERNET,6.45376943650623,windows,0,1,2
1,0.9,0.471120898203476,-1,161,30,0.0115259803432126,102.32523727948,AA,1496,7498.46271981988,4941.88869377597,4778.68660528955,2,12,CA,143,0,BA,0,1,30,0,2000,0,INTERNET,7.48772956819136,windows,1,1,4
1,0.9,0.11582925348419,-1,176,50,0.00625927189480178,-1.04646043650127,AB,2393,5516.42532374157,3526.26276844838,4336.498032927,688,8,CA,250,1,BA,0,1,5,0,1000,0,INTERNET,8.99452488816057,linux,1,1,6
1,0.9,0.537543663397948,-1,47,50,0.00377569613631957,-1.53111756278014,AB,513,1336.21782840568,2205.65588169266,3673.58535690238,1,4,CA,95,0,BA,0,0,2,0,200,0,INTERNET,2.52803590658491,windows,0,1,6
1,0.6,0.14643053250486,13,15,70,0.00494421934445662,-1.01726763487503,AB,870,7790.48793266831,3309.59204796064,4944.57591402532,38,2,CA,138,1,BC,0,1,15,0,500,0,INTERNET,3.32332736729878,windows,1,1,4
1,0.9,0.2137074071557,-1,85,50,0.0232853867513901,-0.825018967913253,AC,387,9607.96660452613,5780.20027824863,5196.06095242144,1,2,CA,142,1,BA,0,1,-1,0,500,0,INTERNET,1.37011603904872,windows,1,1,4
1,0.4,0.813429815564959,-1,187,50,0.0180073562482402,-0.298763163905197,AC,956,3659.19692995128,4509.63849741925,4732.03301087135,0,5,CA,245,1,BA,0,1,-1,1,1500,0,INTERNET,7.69430778361914,windows,0,1,3
1,0.1,0.9987003026082,-1,142,50,0.000173588453923289,-0.559163994345825,AC,712,5661.26275656912,4166.56798309173,3030.37683012251,1,2,CC,230,1,BC,0,0,-1,1,1000,0,INTERNET,4.78441520969126,windows,0,1,3
1,0.9,0.0680729536492881,-1,166,50,0.0176881905230125,-0.824784545590075,AD,2938,1808.95978507811,2960.03747652936,4868.09808495081,8,3,CA,269,1,BA,0,1,10,1,1500,0,INTERNET,7.40026781751584,windows,0,1,4
